2,15,22,24,28,29
22,29
2,5,10,15,16,22,23,24,28,29
2,15,16,22,24,29
2,16,24
0,2,10,15,16,20,22,23,24,26,28,29
0,2,10,15,16,22,24,29
0,2,9,15,16,22,23,24,29
0,2,15,16,22,23,24,28,29
0,2,4,6,12,15,16,22,23,24,25,29
2
0,2,5,15,16,22,24,28,29,30
0,2,5,9,15,16,22,23,24,29
0,2,15,22,24,29
0,2,15,16,22,24,29
0,2,9,15,16,22,23,24,29
2,15,22,23,24,29
2,10,15,16,22,24,29
2,9,15,16,22,24,29
0,2,6,10,15,16,22,23,24,29,30
0,2,10,15,16,20,22,23,24,26,28,29
0,2,10,11,15,16,22,24,29,30
2,9,13,15,16,22,24,29,30
0,2,15,16,22,24,29
2,10,15,16,22,24,26,28,29,30
2,5,6,14,15,16,20,22,23,24,29,30
0,2,5,10,12,13,15,16,17,22,23,24,29,30
0,2,15,16,22,23,24,26,28,29
0,2,15,16,22,24,26,29
0,2,6,15,16,22,24,29,30
22,29
0,2,15,22,24,29
2,15,16,22,23,24,29
2,15,22,24,26,29
2,9,10,15,16,22,24,29,30
0,2,10,11,15,16,22,24,29,30
2,16,22,29
0,2,5,6,10,15,16,17,22,24,29
2,9,10,15,16,22,24,29,30
2
0,2,15,16,22,24,29
0,2,10,14,15,16,22,24,29
2,15,16,22,24,29
0,2,5,6,15,16,22,24,28,29
2,15,22,24,26,29
0,2,5,9,15,16,22,23,24,29
0,2,9,10,15,16,20,22,24,28,29,30
0,2,9,15,16,22,24,29,30
2,5,15,16,22,24,28,29
2,9,15,16,22,24,29
